Trial,cpu_request,mem_request,gc,FreqInlineSize,MaxInlineLevel,MinInliningThreshold,CompileThreshold,CompileThresholdScaling,ConcGCThreads,InlineSmallCode,LoopUnrollLimit,LoopUnrollMin,MinSurvivorRatio,NewRatio,TieredStopAtLevel,TieredCompilation,AllowParallelDefineClass,AllowVectorizeOnDemand,AlwaysCompileLoopMethods,AlwaysPreTouch,AlwaysTenure,BackgroundCompilation,DoEscapeAnalysis,UseInlineCaches,UseLoopPredicate,UseStringDeduplication,UseSuperWord,UseTypeSpeculation,nettyBufferCheck,Instances,Throughput,Responsetime,MEM_MEAN,CPU_MEAN,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,CLUSTER_MEM%,CLUSTER_CPU%,CPU_REQ,MEM_REQ,CPU_LIM,MEM_LIM,WEB_ERRORS
53,3.7,5040.0M,ParallelGC,359,41,125,5020,5.5,1,4800,152,20,48,2,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,652.9,1084.33,881.198,2.15292,1.89027119681111,2.44646041704445,842,955,0,3.91099,3.7,5040.0M,3.7,5040.0M,0
25,3.7,4269.0M,ParallelGC,385,43,40,5210,7.1,5,4550,35,2,7,4,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,652.467,1086,720.367,2.19302,1.8940272216037,2.52419322927778,639,780,0,4.05158,3.7,4269.0M,3.7,4269.0M,0
22,3.7,4982.0M,ShenandoahGC,411,45,44,4140,2.8,5,3615,39,2,19,3,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,642.4,1106.33,1570.35,2.25084,1.95423657544444,2.69063740525185,1524,1620,0,3.98792,3.7,4982.0M,3.7,4982.0M,0
44,3.5,5981.0M,ParallelGC,354,39,68,3890,3.7,4,4405,88,1,18,3,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,642.033,1107.17,925.399,2.07979,1.79902393760741,2.43489708151852,852,984,0,4.16257,3.5,5981.0M,3.5,5981.0M,0
41,3.9,4584.0M,ShenandoahGC,405,34,23,5290,7.7,7,4535,75,7,21,7,4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,640.617,1111.17,1462.69,2.3427,2.0426188079,2.72199924305926,1409,1532,0,4.15257,3.9,4584.0M,3.9,4584.0M,0
89,4,6013.0M,SerialGC,481,16,198,9650,2.2,5,2865,207,9,48,3,3,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,632.017,1128.83,613.45,2.31137,2.0358454859037,2.61012631333704,606,621,0,3.93167,4,6013.0M,4,6013.0M,0
13,3.8,5381.0M,ShenandoahGC,368,38,51,7150,5.2,6,4855,75,2,16,4,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,630.65,1133.67,1620.67,2.27725,1.99672594647778,2.60414949768987,1575,1693,0,3.71733,3.8,5381.0M,3.8,5381.0M,0
36,3.6,3933.0M,ParallelGC,444,31,72,1950,5.9,7,4735,127,13,6,7,4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,629.583,1134.33,673.927,2.11811,1.90829660846667,2.3940518052963,636,730,0,4.1061,3.6,3933.0M,3.6,3933.0M,0
77,3.8,4380.0M,G1GC,462,28,147,8450,4,2,1840,72,10,44,2,3,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,618.2,1160.67,1478.65,2.22941,1.93930225539259,2.53530608115556,1449,1509,0,3.97235,3.8,4380.0M,3.8,4380.0M,0
32,3.6,5715.0M,ShenandoahGC,380,48,49,3330,8,6,4580,57,4,24,4,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,617.883,1161.5,1671.71,2.19993,1.90161952329259,2.61899233827037,1608,1732,0,3.98261,3.6,5715.0M,3.6,5715.0M,0
70,3.3,6143.0M,ParallelGC,325,40,152,7820,4,3,1970,26,16,35,1,3,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,615.133,1167.5,1306.75,1.94256,1.71943835978148,2.20175976737778,1240,1371,0,3.82765,3.3,6143.0M,3.3,6143.0M,0
95,3.6,5686.0M,G1GC,450,12,182,9160,2.5,5,3145,196,4,46,2,3,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,606.833,1187,1481.88,2.1072,1.82312610281111,2.40820712978148,822,1825,0,4.04084,3.6,5686.0M,3.6,5686.0M,0
50,3.2,5361.0M,ParallelGC,352,40,146,6410,3.3,3,4105,103,8,8,1,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,600.6,1201.83,1175.23,1.86634,1.6057510855963,2.14308931447407,1143,1215,0,3.87946,3.2,5361.0M,3.2,5361.0M,0
58,3.6,5290.0M,G1GC,337,30,91,5950,1.6,3,3065,89,18,39,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,593.433,1220.5,1233.17,2.15026,1.89329426867037,2.40623327214444,1018,1385,0,4.17758,3.6,5290.0M,3.6,5290.0M,0
17,3.4,4701.0M,ShenandoahGC,325,42,72,5800,2.9,6,4250,58,3,23,2,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,585.417,1239.5,1500.36,2.1444,1.89877255452963,2.49578477212728,1448,1564,0,4.01948,3.4,4701.0M,3.4,4701.0M,0
20,3.6,4417.0M,ShenandoahGC,423,10,27,2970,4.1,5,515,95,11,11,2,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,563.967,1298.33,1425.61,2.16574,1.90416369206667,2.44799162397132,1397,1459,0,3.9799,3.6,4417.0M,3.6,4417.0M,0
39,3.3,3441.0M,G1GC,485,25,36,2990,11.9,7,3285,33,16,13,5,4,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1,563.767,1300.33,1280.44,1.93776,1.65666298874074,2.22974752016296,1228,1328,0,3.99774,3.3,3441.0M,3.3,3441.0M,0
18,3.5,5515.0M,ShenandoahGC,353,50,125,1220,2.2,7,2195,20,4,31,5,3,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,1,563.367,1300,1732.62,2.18242,1.85236106137037,2.68162904214444,1713,1742,0,3.73314,3.5,5515.0M,3.5,5515.0M,0
24,3.4,2992.0M,ShenandoahGC,411,32,19,4390,1,4,3895,60,5,22,2,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,547.8,1343.83,1167.84,2.2304,1.74398303040741,2.79119129013333,1114,1261,0,4.13284,3.4,2992.0M,3.4,2992.0M,0
80,3.5,5659.0M,ZGC,429,46,159,9000,5.2,4,2580,62,11,28,3,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,522.4,1423.83,380.401,2.04541,1.76363674932963,2.35119072205556,362,403,0,4.07418,3.5,5659.0M,3.5,5659.0M,0
26,3.3,5192.0M,ZGC,432,47,63,2640,2.4,6,3925,139,4,13,3,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,508.317,1473.67,493.429,2.05203,1.69643768455926,2.51141094628519,461,525,0,4.03647,3.3,5192.0M,3.3,5192.0M,0
67,3.6,4974.0M,ZGC,347,26,165,9930,3.6,1,840,111,14,45,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,492.833,1530.17,347.595,2.1433,1.90874448813333,2.42117174186667,341,363,0,3.80556,3.6,4974.0M,3.6,4974.0M,0
90,2.6,5846.0M,ParallelGC,491,11,171,8870,1.1,5,3415,168,9,47,3,3,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,477.25,1587.17,1028.98,1.55503,1.41634632178519,1.75224781654444,941,1114,0,3.80272,2.6,5846.0M,2.6,5846.0M,0
64,3.5,5614.0M,ParallelGC,333,35,155,9310,14.7,4,1145,96,12,39,2,3,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,442.317,1734.5,995.763,2.07971,1.8385448482963,2.37777166993333,919,1073,0,4.04031,3.5,5614.0M,3.5,5614.0M,0
69,2.8,5884.0M,ParallelGC,437,23,98,6730,6.7,2,1465,134,10,40,3,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,429.2,1795.33,942.106,1.68126,1.44691296385556,1.91090402346667,859,1041,0,3.90603,2.8,5884.0M,2.8,5884.0M,0
38,3,4030.0M,SerialGC,405,36,87,4830,4.6,7,2920,76,6,18,9,4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,425.3,1815.17,580.91,1.78107,1.58867148487407,2.01908551963704,559,595,0,4.03632,3,4030.0M,3,4030.0M,0
75,2.4,4703.0M,ParallelGC,471,34,157,9650,2.5,3,1435,92,13,44,2,3,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,410.933,1884.17,962.355,1.43963,1.2788208067,1.65591035455556,880,1022,0,3.67076,2.4,4703.0M,2.4,4703.0M,0
27,2.3,6086.0M,ShenandoahGC,380,38,1,3830,4.5,4,3360,105,0,30,6,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,398.2,1949.83,1795.26,1.48486,1.24509213280741,1.8014952883963,1757,1846,0,3.81096,2.3,6086.0M,2.3,6086.0M,0
29,2.8,4487.0M,ShenandoahGC,422,29,18,5690,10.4,7,4020,139,8,26,7,4,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,389.783,2001,1440.74,1.7324,1.57800468815185,2.00229765924815,1368,1488,0,3.87065,2.8,4487.0M,2.8,4487.0M,0
12,2.6,5186.0M,G1GC,373,39,59,7620,5.8,6,4715,81,3,16,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,373.983,2096.67,1276.59,1.58266,1.44030403594074,1.79397332732963,1087,1413,0,3.67193,2.6,5186.0M,2.6,5186.0M,0
6,2.9,3785.0M,SerialGC,395,34,29,8950,5,3,3055,112,9,15,9,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,341.717,2320.5,539.442,1.74583,1.56154238015185,1.97862743587037,530,549,0,3.64787,2.9,3785.0M,2.9,3785.0M,0
0,2.8,971.0M,G1GC,491,27,103,8190,8.7,3,3830,137,7,5,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,322.65,2470.67,634.275,1.72588,1.5482532436037,1.96558943148148,608,656,0,3.7403,2.8,971.0M,2.8,971.0M,0
11,2.6,2360.0M,G1GC,395,23,35,8280,8.9,3,3625,178,8,3,6,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,312.433,2559.67,913.228,1.61886,1.44000954815484,1.82236500987037,873,947,0,3.64779,2.6,2360.0M,2.6,2360.0M,0
10,3.8,2263.0M,ZGC,397,14,10,8130,11.2,8,2140,183,0,15,7,4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,294.317,2734.17,341.553,2.35021,2.10665308941481,2.63996531963704,339,343,0,4.06193,3.8,2263.0M,3.8,2263.0M,0
49,1.4,5121.0M,ParallelGC,373,36,113,4810,5,2,4830,127,9,4,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,231.467,3532.67,1107.78,0.885682,0.775522704955556,1.01357423757778,1064,1149,0,3.4899,1.4,5121.0M,1.4,5121.0M,0
40,2,2935.0M,ZGC,454,33,58,1090,6.5,8,2465,115,11,28,1,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,221.967,3664.17,386.689,1.27311,1.13467951742593,1.44503569969455,371,402,0,3.5503,2,2935.0M,2,2935.0M,0
8,1.8,6141.0M,SerialGC,343,45,195,6610,3.9,2,4205,156,20,36,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,177.017,4584.67,633.655,1.15324,1.01474185981481,1.30573087079259,631,635,0,3.46389,1.8,6141.0M,1.8,6141.0M,0
34,1,5214.0M,ParallelGC,444,27,33,1840,6.3,8,4995,86,7,11,8,4,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,165.933,5042,715.201,0.840225,0.656385025166667,1.00561969064815,662,763,0,3.61768,1,5214.0M,1,5214.0M,0
3,1.2,4808.0M,ShenandoahGC,474,35,93,1840,13.5,2,1345,247,15,27,5,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,107.767,7782.33,1417.34,0.80446,0.718238936337037,0.928707422309718,1355,1504,0,3.25282,1.2,4808.0M,1.2,4808.0M,0
56,3.4,5839.0M,SerialGC,330,29,93,7210,1.9,3,2735,80,13,39,2,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,64.4167,12666.3,548.828,2.56674,2.28101391939259,2.78200297342593,537,577,0,4.30305,3.4,5839.0M,3.4,5839.0M,171.333
4,3.1,3829.0M,SerialGC,499,25,109,4940,15,7,3200,116,5,35,3,2,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,63.0333,12882,554.706,2.36248,2.10610655411852,2.57400635374444,548,559,0,3.98983,3.1,3829.0M,3.1,3829.0M,190
5,1.7,4266.0M,G1GC,448,37,115,6180,3.3,1,1255,48,6,27,8,2,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,43.9667,17077.3,913.042,1.56029,1.43334697156667,1.65810122182963,849,978,0,3.79425,1.7,4266.0M,1.7,4266.0M,754.667
35,3.8,3270.0M,ParallelGC,427,20,14,3370,8,8,4140,102,6,30,8,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,28.2,30010.5,581.688,3.79119,3.35456492100719,3.9959278901,463,678,0,4.48836,3.8,3270.0M,3.8,3270.0M,2000
76,3.8,5166.0M,ParallelGC,441,30,132,8910,1.6,4,1565,79,12,36,1,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,28.15,30005.5,703.002,3.78073,3.4480804602632,3.96757209573704,638,765,0,4.36978,3.8,5166.0M,3.8,5166.0M,2000
2,1.3,3577.0M,SerialGC,434,31,196,3350,1.7,4,4290,117,12,9,1,3,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1,27.35,28510.5,799.919,1.30053,1.18126736248525,1.36889202895185,649,939,0,3.62429,1.3,3577.0M,1.3,3577.0M,2253.5
46,3.7,5428.0M,ParallelGC,392,25,80,2400,3.2,6,3515,30,3,15,2,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,27.5,28119.7,511.912,3.69108,3.49083549281111,3.86450072951111,479,547,0,4.73023,3.7,5428.0M,3.7,5428.0M,2267.17
88,2.1,5760.0M,ParallelGC,497,16,185,9060,1.7,5,3450,198,8,45,4,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,26.8667,28196.3,677.974,2.09068,1.97616055727407,2.21600200750741,506,750,0,3.99984,2.1,5760.0M,2.1,5760.0M,2333.5
37,1.7,4929.0M,ParallelGC,416,28,128,3610,9.6,8,4345,49,10,13,6,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,26,27225.8,550.885,1.69737,1.56321120809675,1.76718768963704,475,620,0,3.93336,1.7,4929.0M,1.7,4929.0M,2434
1,2.2,2535.0M,ParallelGC,338,49,165,3770,5.8,5,2715,93,17,46,10,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,26.4,27666.5,493.145,2.1999,2.0719728817,2.30406606758889,381,527,0,3.87018,2.2,2535.0M,2.2,2535.0M,2448.33
9,3.1,1199.0M,ParallelGC,469,47,164,9380,7,4,1430,21,9,45,9,3,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,27.6667,26515.2,591.844,3.0781,2.84219313515185,3.25480704621852,534,616,0,4.11019,3.1,1199.0M,3.1,1199.0M,2564
7,3.2,1036.0M,ZGC,461,20,75,10000,9.1,1,2705,242,14,37,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,42.0833,20002,267.105,0.0972543,0.000835094551852,0.502205326185185,256,277,0,3.17644,3.2,1036.0M,3.2,1036.0M,3000
30,3.8,476.0M,ShenandoahGC,344,43,98,4410,2.1,5,3605,222,2,7,5,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,2696.27,39.5,37.206,0.0437002,0,0.12852261446,0,363,0,3.42868,3.8,476.0M,3.8,476.0M,164003

